relevance,reason,query,rrf_rank,title,full_chunk_text,rrf_score,bm25_score,bm25_rank,faiss_score,faiss_rank
0,Deferred action biographic form revisions are unrelated to H1B adjudication deference.,USCIS deference policy to prior approvals H1B adjudications changes,4,"USCIS proposes changes to Form G-325A, Biographic Information (for Deferred Action)","1 TABLE OF CHANGES – FORM Form G-325A, Biographic Information (for Deferred Action) OMB Number: 1615-0008 05/15/2025 Reason for Revision: REV Project Phase: 60-Day Legend for Proposed Text: • Black font = Current text • Red font = Changes Expires xx/xx/2029 (10/30/2027) Edition Date xx/xx/2026 (01/20/2025) Current Page Number and Section Current Text Proposed Text Pages 1-3, Part 1. Information About You [Page 1] … 5. Sex Male Female [new] 6. USCIS Online Account Number (if any) 7. Alien Registration Number (A-Number) (if any) 8. All Other Names Used (include names by previous marriages) NOTE: Provide all other names you have ever used, including family name at birth, other legal names, nicknames, aliases, and assumed names. If extra space is needed to complete this section, use the space provided in Part 8. Additional Information. 9. City or Town of Birth 10. Country of Birth 11. Country of Citizenship or Nationality [Page 2] Your Prior Residences 12. Please list your previous addresses for the last five years excluding your current physical address. [Table 4 entries] Street Name and Number City [Page 1] … 5. Sex Male Female 6. U.S. Social Security Number (SSN) (if any) 7. USCIS Online Account Number (if any) 8. Alien Registration Number (A-Number) (if any) 9. All Other Names Used (include names by previous marriages) NOTE: Provide all other names you have ever used, including family name at birth, other legal names, nicknames, aliases, and assumed names. If extra space is needed to complete this section, use the space provided in Part 6.",0.030835,9.490111,8,0.777593,2
1,"Public charge policy affects adjustment adjudications generally, not H1B deference specifically.",USCIS deference policy to prior approvals H1B adjudications changes,5,USCIS issues final rule on public charge inadmissibility grounds,"Additional information about the public charge ground of inadmissibility also remains available on the USCIS Public Charge Resources webpage. This guidance, contained in Volume 8 of the Policy Manual, is controlling and supersedes any related prior guidance on the topic. Policy Highlights • Incorporates information from the related appendices addressing applicability of the public charge ground of inadmissibility to help applicants for adjustment of status more easily identify the immigration categories to which the public charge ground of inadmissibility applies. Summary of Changes Affected Section: Volume 8 > Part G > Chapter 3 > Section B, Applicants for Adjustment of Status 1 The related appendices remain unchanged. To provide feedback on this update, email USCIS at policyfeedback@uscis.dhs.gov. PA-2023-20: Incorporating Guidance on Applicability of the Public Charge Ground of Inadmissibility Page: 2 • Revises section in its entirety, to include the addition of various tables listing the categories of adjustment of status applicants subject to the public charge ground of inadmissibility. USCIS may also make other minor technical, stylistic, and conforming changes consistent with this update. Citation Volume 8: Admissibility, Part G, Public Charge Ground of Inadmissibility, Chapter 3, Applicability [8 USCIS-PM G.3].",0.029958,14.483005,3,0.730893,11
0,PRWORA benefits interpretations are unrelated to SIJS eligibility requirements.,evolution of SIJS eligibility interpretations and state court dependency requirements,1,HHS issues notice excluding undocumented immigrants from additional federal benefits,"PRWORA is limited to programs with “eligibility units”; Defendants now say it applies to programs Congress wanted to be open to all. PRWORA governs access to “benefits”; Defendants now claim it applies to “programs” in their entirety, even where many of their benefits fall outside the statute. These new interpretations are not “unambiguously” correct; they are quite simply wrong. 10. The Constitution itself also forbids Defendants’ effort to reimagine PRWORA. Plaintiff States accepted federal funding for dozens of programs against the backdrop of Defendants’ settled interpretation of this statute. The Spending Clause does not permit Defendants to dramatically change that bargain and “surpris[e]” the States with “post acceptance,” “retroactive” conditions in the middle of their grant terms. Pennhurst State Sch. & Hosp. v. Halderman, 451 U.S. 1, 25 (1981). Nor may Defendants coerce states into restricting critical community programs—particularly in areas of traditional state power like public health and safety—or else face the loss of billions of dollars in federal funding. 11. Three of the notices are also inconsistent with the requirements of the Administrative Procedure Act. HHS, ED, and DOL failed to follow the requisite notice-andcomment procedures before announcing major, substantive changes to the way they implement PRWORA that would take effect immediately. Their explanations also lack the basic elements of reasoned decision-making: Defendants did not consider the massive reliance that had built up around their settled interpretations, nor even explain why they deemed many programs newly within PRWORA’s scope.",0.032522,13.841060,1,0.741860,2
0,Employment verification litigation is unrelated to SIJS dependency findings.,evolution of SIJS eligibility interpretations and state court dependency requirements,2,"DOJ sues Illinois over ""Right to Privacy in the Workplace Act"" amendments","art. VI, cl. 2. 52. Express preemption occurs when Congress, through statutory language, explicitly supersedes all state enactments in a particular area. P. Gas and Elec. Co. v. State Energy Resources Conserv. & Develop. Comm’n, 461 U.S. 190, 203–04 (1983). 53. Implied “field preemption” occurs when a “scheme of federal regulation [is] so pervasive as to make reasonable the inference that Congress left no room to supplement it,” or where the “federal interest is so dominant that the federal system will be assumed to preclude enforcement of state laws on the same subject.” Rice v. Santa Fe Elevator Corp., 331 U.S. 218, 230 (1947). 54. Conflicts can also arise when a state law forms an “obstacle to the accomplishment and execution of the full purposes and objectives of Congress.” Hines, 312 U.S. at 67. 55. The goals of the INA’s employment eligibility verification provisions are clear— to compel employers to verify employment eligibility and encourage the use of E-Verify to help ensure that all aliens who are working in the United States are authorized to do so. 56. By imposing confusing rules during the employment verification process and threatening employers with penalties if they do not comply, SB0508 discourages and obfuscates the use of E-Verify and Form I-9 inspection requirements. Specifically, SB0508 imposes additional notification requirements on employers (at times delineating the time, place, and way notification must be provided) and prohibitions that go beyond federal law.",0.031754,9.550631,2,0.735277,4
1,"Discusses agency adjudicatory discretion broadly, but not SIJS specifically.",evolution of SIJS eligibility interpretations and state court dependency requirements,3,"AG Barr issues Matter of Thomas and Thompson, ruling on the immigration effect of modified criminal convictions","Holder, 595 F.3d 549, 556 (4th Cir. 2010) (“[I]t is a basic principle of administrative law that ‘the choice made between proceeding by general rule or by individual, ad hoc litigation is one that lies primarily in the informed discretion of the administrative agency.’” (quoting SEC v. Chenery Corp., 332 U.S. 194, 203 (1947)). Indeed, in the decades since Bell Aerospace, the Supreme Court “has not even suggested that a court can constrain an agency’s choice between rulemaking and adjudication.’” Velasco-Giron, 773 F.3d at 779 (emphasis added) (quoting Richard J. Pierce, Jr., I Administrative Law Treatise § 6.9 at 510 (5th ed. 2010)). And agencies retain their discretion even when announcing interpretations that may conflict with prior decisions. See Chisholm v. F.C.C., 538 F.2d 349, 364 (D.C. Cir. 1976) (“[A]n administrative agency is permitted to change its interpretation of a statute, especially where the prior interpretation is based on error, no matter how longstanding.”); see also id. at 365 (“The original interpretation of the [statute] was . . . established by adjudication; thus reversal by adjudication seems particularly appropriate here.”). I accordingly conclude that it is appropriate to address these Board precedents in the context of an administrative adjudication, and there is no legal requirement to do so by regulation. C. Finally, although I did not request briefing on the subject, the parties to this case have addressed which side should carry the burden of proof when it comes to establishing the state court’s reason for altering a sentence under the Pickering test.",0.030769,8.141340,5,0.732858,5
1,"USCIS discretion standards may indirectly affect SIJS adjudications, but not dependency interpretations.",evolution of SIJS eligibility interpretations and state court dependency requirements,4,USCIS updates policy on applying discretion in adjudications,"In cases where negative factors are present, the oﬀicer may ask the requestor directly why he or she warrants a favorable exercise of discretion. The oﬀicer should document any response, or lack thereof, in the record. Determining Whether Requestor First Meets Threshold Eligibility Requirements The discretionary analysis is the final step in the adjudication. Generally, the oﬀicer should first determine whether the requestor meets all threshold eligibility requirements before beginning the discretionary analysis. If the oﬀicer determines the requestor has not met the eligibility requirements for the benefit sought, the oﬀicer may deny the request without completing a discretionary analysis. However, an oﬀicer may include a discretionary analysis if a discretionary denial would be warranted even if the requestor had met the threshold statutory and regulatory requirements. In the process of determining whether the requestor has met the eligibility requirements for the benefit sought, the oﬀicer might find that certain facts related to threshold eligibility for the specific benefit may also be relevant to the discretionary determination. For example, if an oﬀicer finds that an adjustment applicant was convicted of a crime, the applicant might be inadmissible. The criminal conviction may also aﬀect the discretionary analysis. Conducting Discretionary Analysis The act of exercising discretion involves the weighing of positive and negative factors and considering the totality of the circumstances in the specific case.",0.030579,9.069402,3,0.726652,8
0,Parole termination and expedited removal interpretations are unrelated to SIJS.,evolution of SIJS eligibility interpretations and state court dependency requirements,5,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","Id. However, it does not impose a categorical ban on the use of expedited removal proceedings for those whose past parole has since been terminated. Both readings are plausible because, as Plaintiffs point out, ""parole"" can refer to both a manner of entry and a status. See Sanchez v. Mayorkas, 593 U.S. 409, 415 (2021) (""Lawful status and admission . . . are distinct concepts in immigration law.""). Similarly, the present perfect tense (e.g., ""ha[ve] been . . . paroled"") can be used both to ""denot[e] an act that has been completed,"" Barrett v. United States, 423 U.S. 212, 216 (1976), and to denote an event that continues to be true into the present, Case: 25-1384 Document: 00118339877 Page: 30 Date Filed: 09/12/2025 Entry ID: 6750605 - 31 - Hewitt v. United States, 145 S. Ct. 2165, 2172 (2025). And although both sides offer regulations in support of their proffered interpretations, the fact that different regulations appear to support both interpretations does not shed light on which interpretation Congress intended. Compare 8 C.F.R. § 212.5(e)(2)(i) (instructing that further proceedings may occur after the termination of parole under Section 235 of the INA, which includes expedited removal proceedings), with id. § 235.3(b)(6) (giving a person an opportunity to establish that they were ""admitted or paroled into the United States following inspection at a port-of-entry"" before being subject to expedited removal). But since the Government's interpretation of the statute is persuasive enough, we cannot discern a ""clear legal error,"" as the district court put it, in DHS's reasoning proffered in the Termination Notice.",0.028986,7.797595,9,0.726562,9
1,Adjustment eligibility guidance may indirectly involve employment authorization.,policy changes governing employment authorization for pending adjustment applicants,1,EOIR issues guidance on adjustment of status eligibility for certain Liberians under the NDAA,"Through Policy Memo 20-06, EOIR provides guidance on how the National Defense Authorization Act -- which contains a new eligibility program for adjustment of status for certain Liberian nationals and their immediate family members -- impacts on applicants' removability and other issues that may arise in immigration proceedings. [ID #232]",0.032002,17.320862,3,0.772810,2
3,Directly discusses discretionary employment authorization under 8 CFR 274a.12(c) and Form I-765.,policy changes governing employment authorization for pending adjustment applicants,2,USCIS updates policy on applying discretion in adjudications,"Home > Policy Manual Chapter 5 - Discretion Guidance Resources (8) Appendices (0) Updates (3) ! Alert On September 11, 2020, the U.S. District Court for the District of Maryland in Casa de Maryland et al v. Chad Wolf provided limited injunctive relief to members of two organizations, CASA de Maryland (CASA) and the Asylum Seeker Advocacy Project (ASAP), in the application of the Asylum Application, Interview, and Employment Authorization for Applicants Rule to Form I-589s and Form I-765s filed by asylum applicants who are also members of CASA or ASAP. Therefore, while the rule is preliminarily enjoined, we will continue to apply the prior regulatory language and exempt from discretion CASA and ASAP members who file a Form I-765 based on an asylum application. A. Discretionary Authority and Applicability While employment authorization for certain aliens is automatic or non-discretionary by virtue of their immigration status, other aliens must aﬀirmatively apply for employment authorization and USCIS may grant employment authorization as a matter of discretion. The regulations outlined at 8 CFR 274a.12(c) specify categories of aliens who must apply for employment authorization and may be granted employment authorization as a matter of discretion; these aliens are referred to in this chapter as Category C applicants. For those Category C applicants seeking both employment authorization and an employment authorization document (EAD), the applicant must generally file an Application for Employment Authorization (Form I-765) with USCIS with the appropriate fee (unless waived), and in accordance with the form instructions.",0.031754,18.184223,2,0.760095,4
2,References adjustment applicants with temporary employment authorization categories.,policy changes governing employment authorization for pending adjustment applicants,3,HUD orders immediate citizenship-verification for tenants in HUD-funded housing,"PHAs should consult the guidance and manuals SAVE provides on understanding SAVE verification responses. 3 HUD assistance is defined as rental assistance in the public housing or housing choice voucher programs. 8 SAVE Response Section 214 Eligibility Status Republic of the Marshall Islands, or Palau.  Cuban/Haitian Entrant;  No Status – Granted Withholding of Removal – Employment Authorized Indefinitely;  Violence Against Women Act (VAWA) – Self-Petitioner – Temporary Employment Authorized;  VAWA Self-Petitioner; and  VAWA Self-Petitioner – Not Employment Authorized.  Non-Immigrant  Non-Immigrant – Temporary Employment Authorized;  Non-Immigrant – Temporary Employment Authorized – Indefinite;  Non-Immigrant – Not Employment Authorized;  Non-Immigrant – Employment Authorized CNMI Only;  Student Status Temporary Authorized;  If Principal – Temporary Employment Authorized;  If Principal or Spouse – Temporary Employment Authorized;  Temporary Resident – Temporary Employment Authorized;  Deferred Action for Childhood Arrivals (DACA) – Employment Authorized;  Temporary Protected Status (TPS) – Employment Authorized;  Application Pending (Form I-589 Asylum);  Application Pending (Form I-485 Adjustment of Status) – Temporary Employment Authorized;  Application Pending; Ineligible for HUD Assistance 9 SAVE Response Section 214 Eligibility Status  Application Pending – Temporary Employment Authorization;  Application Pending – Not Temporary Employment Authorization;  Deferred Action Status (DAS);  Deferred Action Status (DAS) – Not Employment Authorized;  Deferred Enforced Departure (DED); and  No Status;  No Status – Released on an Order of Supervision – Temporary Employment Authorized;  No Status – Employment Authorized Indefinitely; and  No Status Temporary Employment Authorized.",0.031498,16.852969,4,0.765432,3
1,"Touches on adjustment adjudications and discretionary benefits, but not employment authorization policy specifically.",policy changes governing employment authorization for pending adjustment applicants,4,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","Garland, 596 U.S. 328 (2022), that “the statutory bar applie[s] to every decision in the chain leading to [a] particular decision.” Opp. to Second Mot. for PI 8 [Doc. No. 89]; First Order on Motion to Stay 23 [Doc. No. 97]. Review of the indefinite suspension of initial parole and re-parole applications is not precluded by Section 1252(a)(2)(B)(ii) for reasons explained in the First Order on Motion to Stay [Doc. No. 97], including that challenges to policies and processes governing grants and revocations of parole are generally reviewable. marginally related” to the purposes of the immigration statutes as to foreclose them from bringing suit. 27 Section 1158(a) pertains to the granting of asylum. See 8 U.S.C. § 1158(a). Case 1:25-cv-10495-IT Document 107 Filed 05/28/25 Page 26 of 49 27 As to the Davidson Memorandum’s suspension of other adjudications, Defendants state that “asylum and most applications for adjustment of status are discretionary.” Opp. to Mot. for PI 10 [Doc. No. 42]. Asylum adjudications are expressly exempted from Section 1252(a)(2)(B)(ii), so that Section does not bar review of the Davidson Memorandum’s suspension of asylum adjudications. See 8 U.S.C. § 1252(a)(2)(B)(ii) (“other than the granting of relief under section 1158(a) of this title”). Other courts have found that Section 1252(a)(2)(B)(ii) bars review of DHS’s policy requiring an immigrant visa number to be available before approving or denying pending adjustment of status (“AOS”) applications. See Thigulla v.",0.030536,13.274100,6,0.751174,5
1,"Public charge rules affect adjustment applicants generally, not employment authorization specifically.",policy changes governing employment authorization for pending adjustment applicants,5,USCIS issues final rule on public charge inadmissibility grounds,"Additional information about the public charge ground of inadmissibility also remains available on the USCIS Public Charge Resources webpage. This guidance, contained in Volume 8 of the Policy Manual, is controlling and supersedes any related prior guidance on the topic. Policy Highlights • Incorporates information from the related appendices addressing applicability of the public charge ground of inadmissibility to help applicants for adjustment of status more easily identify the immigration categories to which the public charge ground of inadmissibility applies. Summary of Changes Affected Section: Volume 8 > Part G > Chapter 3 > Section B, Applicants for Adjustment of Status 1 The related appendices remain unchanged. To provide feedback on this update, email USCIS at policyfeedback@uscis.dhs.gov. PA-2023-20: Incorporating Guidance on Applicability of the Public Charge Ground of Inadmissibility Page: 2 • Revises section in its entirety, to include the addition of various tables listing the categories of adjustment of status applicants subject to the public charge ground of inadmissibility. USCIS may also make other minor technical, stylistic, and conforming changes consistent with this update. Citation Volume 8: Admissibility, Part G, Public Charge Ground of Inadmissibility, Chapter 3, Applicability [8 USCIS-PM G.3].",0.030478,19.058587,1,0.739892,11
2,Discusses CBP expedited removal screening and processing guidance.,CBP expedited inspection and secondary inspection policy guidance updates,1,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,"Defendant Noem has issued the new DHS Designations in connection with ACAs signed by the current administration. Case 1:20-cv-00116-EGS Document 157-1 Filed 09/08/25 Page 14 of 52 12 31. Defendant DHS is a cabinet-level department of the United States federal government. Its components include U.S. Citizenship and Immigration Services (“USCIS”), Customs and Border Protection (“CBP”), and Immigration and Customs Enforcement (“ICE”). DHS and its components have issued challenged Guidance implementing the Rule. 32. Defendant Joseph Edlow is the Acting Director of USCIS. He is sued in his official capacity. 33. Defendant USCIS is the sub-agency of DHS that, through its asylum officers, adjudicates the applications of noncitizens who apply for asylum affirmatively and conducts credible fear screening interviews in expedited removal proceedings. Pursuant to the Rule and Guidance, USCIS asylum officers conduct “threshold screening interviews” to determine whether noncitizens can be removed to an ACA signatory country. 34. Defendant Rodney Scott is the Commissioner of CBP. He is sued in his official capacity. 35. Defendant CBP is the sub-agency of DHS that is responsible for the initial processing and detention of noncitizens who are apprehended near the U.S. border or who present themselves at ports of entry. CBP makes the initial determination whether an individual in expedited removal is “amenable” to removal pursuant to an ACA and, if so, refers the individual to USCIS for a “threshold screening interview.” 36.",0.032002,14.796441,2,0.729843,3
3,Directly discusses CBP operational guidance for MPP and border inspection procedures.,CBP expedited inspection and secondary inspection policy guidance updates,2,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","if: (1) the alien cannot demonstrate eligibility for the exercise of parole discretion; (2) the alien has valid immigration status in Canada or Mexico; (3) Canadian or Mexican border officials express a willingness to accept the returning alien; and (4) the alien’s claim of fear of persecution or torture does not relate to Canada or Mexico.” Mem. from Jayson P. Ahern, Asst. Comm’r, Office of Field Ops., CBP, Treatment of Cuban Asylum Seekers at Land Border Ports of Entry 2-3 (June 10, 2005). The INS also issued guidance in 1997 and 1998 contemplating the use of Section 235(b)(2)(C) only as a “last resort” and only when the individual does not claim a fear of persecution related to Canada or Mexico. Mem. from Michael A. Pearson, Executive Assoc. Comm’r, Office of Field Ops., INS, Detention Guidelines Effective October 9, 1998 3 (Oct. 7, 1998); Mem. from Chris Sale, Deputy Comm’r, INS, Implementation of Expedited Removal 4 (Mar. 31, 1997) (same). 13 Secretaría de Relaciones Exteriores, Position of Mexico on the Decision of the U.S. Government to Invoke Section 235(b)(2)(C) of its Immigration and Nationality Act (Dec. 20, 2018). 14 Press Release, DHS, “Secretary Kirstjen M. Nielsen Announces Historic Action to Confront Illegal Immigration,” Dec. 20, 2018, https://www.dhs.gov/news/2018/12/20/secretary-nielsen-announces-historic-action-confront-illegal­ immigration [hereinafter Nielsen Release]. 5 On January 25, 2019, DHS issued policy guidance for implementing MPP,15 which was augmented a few days later by operational guidance from U.S.",0.031754,12.747886,4,0.748198,2
3,Directly discusses secondary inspection and expedited removal by CBP.,CBP expedited inspection and secondary inspection policy guidance updates,3,DHS deports DACA recipient returning with advance parole,"33. Upon returning to the United States, Mr. Cortez Martinez appeared for inspection at the port of entry at the airport in Dallas Fort Worth and tendered his documents to officers. He was then placed in secondary inspection and questioned. Mr. Cortez Martinez cooperated and truthfully answered all the officer’s questions. 34. At the conclusion of the interview, a CBP officer denied Mr. Cortez Martinez entry indicating that he was “inadmissible to the United States pursuant to section 212(a)(7)(A)(i)(I) of the INA as an immigrant without an immigrant visa based on the Case 3:25-cv-00801-X Document 1 Filed 04/02/25 Page 10 of 19 PageID 10 11 fact that [he had been] ordered removed in absentia on June 11, 20242.” They further determined that Mr. Cortez Martinez’s advance parole document “was issued in error,” and therefore he was subject to an expedited removal order for failing to be in possession of a valid entry document. 35. The sole basis for denying Mr. Cortez-Martinez entry into the US was based on CBP’s incorrect determination that the existence of a removal order in and of itself abated the ability of USCIS to issue a valid advance parole document. 36. Plaintiff was afforded no hearing, and no opportunity to contest CBP’s improper finding that his advance parole document was valid for entry. 37. Plaintiff’s lawfully obtained advance parole document, which was valid on it’s face, was then confiscated from Plaintiff by Defendants. No receipts were provided to Plaintiff to show that his property-one which he applied for, paid for and obtained from USCISwas being confiscated and kept by CBP officers.",0.030679,20.687476,1,0.704413,10
0,ORR medical and custody policies are unrelated to CBP inspection guidance.,CBP expedited inspection and secondary inspection policy guidance updates,4,ORR requires Director-level authorization of custodial releases of certain unaccompanied children,"3.4.1 Health Care Eligibility & General Standards 5/11/15 Posted Date: 1/8/2024; Effective Date: 1/15/2024 - Updates to address Medicaid and CHIP eligibility for classes of children, and the process by which care providers should enroll eligible children for Medicaid and CHIP benefits. 3.4.2 Initial Medical and Dental Examinations and Follow-up Care 1/24/16 1/24/16 - Updates to reflect current practices; no changes to actual services Posted Date: 1/8/2024; Effective Date: 1/15/2024 - Updates to dental policies to align with UC MAP provisions. 3.4.3 Requests for Healthcare Services, including Serious 8/4/21 8/4/2021 — Added reference to the Policy Memorandum: Medical Services Requiring Heightened ORR Involvement. Medical Services Requiring Heightened ORR Involvement Posted Date: 1/8/2024; Effective Date: 1/15/2024 - Updates regarding response times for non-emergency medical concerns from 24-48 hours to conducting triage within two hours and steps for completing te Serious Medical Procedure Request form. 3.4.4 Medication Administration & Management 5/11/15 9/12/15 - Removed requirement that care providers must report all medication errors to ORR. 3.4.5 Responding to Medical Emergencies 5/11/15 8/4/2021 — Added reference to the Policy Memorandum: Medical Services Requiring Heightened ORR Involvement. 08/02/23 - Updated definition of Medical Emergency 3.4.6 Management of Communicable Diseases 5/11/15 Not Applicable 3.4.7 Maintaining Health Care Records & Confidentiality 5/11/15 8/4/2021 — Added reference to the Policy Memorandum: Medical Services Requiring Heightened ORR Involvement.",0.029857,10.686679,8,0.715434,6
1,General USCIS discretion guidance only tangentially relates to inspections.,CBP expedited inspection and secondary inspection policy guidance updates,5,USCIS updates policy on applying discretion in adjudications,"For benefits involving discretion, a discretionary analysis is a separate component of the adjudication of the benefit request; it is typically assessed at the end of the review, after an officer has determined that the requestor meets all other applicable eligibility requirements.3 This guidance, contained in Volumes 1 and 10 of the Policy Manual, incorporates and replaces Chapter 10.15 of the Adjudicator’s Field Manual (AFM), as well as the AFM’s related appendices, and related policy memoranda.4 The guidance contained in the Policy Manual is controlling and supersedes any related prior guidance on the topic. 1 See “Proclamation Suspending Entry of Aliens Who Present a Risk to the U.S. Labor Market Following the Coronavirus Outbreak.” 2 See INA 291. 3 See, for example, INA 245(a): “The status of an alien who was inspected and admitted or paroled into the United States . . . may be adjusted by the Attorney General, in his discretion and under such regulations as he may prescribe, to that of an alien lawfully admitted for permanent residence if . . . .” 4 USCIS is also making minor technical updates in other Policy Manual parts consistent with this update. AILA Doc. No. 20071531. (Posted 7/15/20) www.uscis.gov PA-2020-10: Applying Discretion in USCIS Adjudications Page: 2 Policy Highlights • Provides an overview and general goals of the discretionary analysis, including the appropriate scope of discretion. • Provides non-exhaustive lists of discretionary factors that officers should consider on a case­ by-case basis.",0.029236,12.262089,6,0.703091,11
0,PRWORA federal funding interpretations are unrelated to cancellation hardship standards.,changes to cancellation of removal hardship standard interpretations,1,HHS issues notice excluding undocumented immigrants from additional federal benefits,"Plaintiff States have, continuously since the statute was enacted, accepted funds from Defendants pursuant to the understanding of PRWORA and the DOJ-promulgated exemptions that Defendants had adhered to for decades. Those interpretations and exemptions were set forth in formal, authoritative notices. Prior to distributing federal funds, Defendants never hinted that they might revisit those interpretations, much less in such dramatic and immediate ways. These novel interpretations are riddled with legal errors and are plainly not unambiguously correct interpretations of the statute. Because the Spending Clause does not permit the federal government to “surpris[e] participating States with post acceptance or ‘retroactive’ conditions,” id. at 25, the application of Defendants’ new conditions to the Plaintiff States is unconstitutional. Case 1:25-cv-00345 Document 1 Filed 07/21/25 Page 43 of 50 PageID #: 43 44 212. Each of the PRWORA notices has suddenly and dramatically upended Defendants’ bargains with the Plaintiff States. Defendants now read PRWORA to impose substantially more burdens on the states than they could possibly have foreseen when they accepted funds and committed their own resources to establishing safety net programs in reliance on that settled understanding. And DOJ has rescinded exemptions that have been in place since one day after the statute’s enactment. These changes will impose immediate, massive, and unforeseeable compliance costs on states, and require them to either dramatically restructure their programs or forgo federal funding.",0.032787,12.126526,1,0.770155,1
2,Directly references cancellation of removal eligibility and stop-time rule issues.,changes to cancellation of removal hardship standard interpretations,2,"EOIR issues guidance on Pereira v. Sessions, announcing changes in NTA filings and case scheduling","The Immigration Judge held that the respondent’s parole terminated upon service of the NTA, rendering her removable as charged under section 212(a)(6)(A)(i) of the Act, 8 U.S.C. § 1182(a)(6)(A)(i) (2018), as a noncitizen present in the United States without being admitted or paroled, or who arrived in the United States at any time or place other than as designated by the Attorney General. The Immigration Judge then concluded that the respondent’s criminal conviction was an aggravated felony, which rendered her ineligible for cancellation of removal and voluntary departure. See sections 240A(b)(1)(C), 240B(b)(1)(C) of the Act, 8 U.S.C. §§ 1229b(b)(1)(C), 1229c(b)(1)(C) (2018); see also section 237(a)(2)(A)(iii) of the Act, 8 U.S.C. § 1227(a)(2)(A)(iii). The Immigration Judge also determined that she was ineligible for adjustment of status because she was inadmissible to the United States. See section 245(a)(2) of the Act, 8 U.S.C. § 1255(a)(2) (2018). This appeal followed. Relying on Pereira v. Sessions, 138 S. Ct. 2105 (2018), the respondent contends that because her NTA did not designate the time and place of her initial removal hearing, it was insufficient to vest the Immigration Court with jurisdiction. She also submits that because, under Pereira, the NTA could not trigger the “stop-time” rule under section 240A(d)(1) of the Act for the purposes of cancellation of removal, it likewise could not terminate her parole. The respondent, therefore, maintains that she is not inadmissible as charged under section 212(a)(6)(A)(i) of the Act and that she is eligible for cancellation of removal, adjustment of status, and voluntary departure.",0.031746,11.033226,3,0.749795,3
1,"Asylum cooperative agreements concern withholding/CAT standards, not cancellation hardship.",changes to cancellation of removal hardship standard interpretations,3,DHS Secretary ratifies interim final rule on Asylum Cooperative Agreements,"63. In that interview, the Rule provides that the officer will “determine whether it is more likely than not that the [noncitizen] would be persecuted on account of a protected ground or tortured in that country,” 84 Fed. Reg. at 64,009—which is the ultimate standard for receiving withholding or CAT relief in a full removal hearing before an immigration judge, not the lower screening standard used in credible fear or reasonable fear interviews, in which noncitizens must show only a possibility of ultimately establishing eligibility after a full hearing. Only if the noncitizen meets that ultimate standard as to every ACA country to which they are susceptible to removal, see id., will the noncitizen then receive a normal credible fear interview regarding their fear of removal to their home country. 64. It is often impossible for asylum seekers to make this showing while detained and within days of being placed into an expedited removal process. That is because an asylum seeker who may have spent little or no time in the third country would have to explain why they feared being returned there. Doing so might require substantial country conditions evidence, an explanation of the relationship between that country and the applicant’s country of origin, or details as to why the same form of harm that the person fled in their home country is likely in the third country too. For instance, an applicant like U.T. or J.C.—both of whom are gay men— would have to provide substantial country conditions evidence to show why the harm they experienced on account of their sexual orientation in one country would persist in another.",0.030777,8.526218,6,0.748084,4
2,Discusses continuances for cancellation cases subject to statutory caps.,changes to cancellation of removal hardship standard interpretations,4,EOIR Director issues guidance to restrict continuances,". .Given that Maldonado-Guzman’s right to be heard was not prejudiced by the denial of a continuance on removal proceedings, he has failed to establish a violation of the Due Process Clause.” (cleaned up)). • Category (2) status-docket cases generally warrant continuances until they can be resolved. See generally PM 19-13, Use of Status Dockets at (Aug. 16, 2019) at 2. o Cases in which an Immigration Judge intends to grant cancellation of removal for certain nonpermanent residents pursuant to INA § 240A(b), which are subject to an annual statutory cap of 4000, should be continued if the cap has been reached for the year and that application is the only one the alien has filed. 8 C.F.R. § 1240.21(c)(1); see also OPPM 17-04, Applications for Cancellation of Removal or Suspension of Deportation that are Subject to the Cap (Dec. 20, 2017). o Cases in which an alien otherwise prima facie eligible for adjustment of status before an Immigration Judge in the United States had an immediately-available visa at the time the adjustment of status application was filed with the immigration court but the visa category subsequently retrogressed by the time of the hearing, should be held in abeyance. Matter of Briones, 24 I&N Dec. 355, 357 n.3 (BIA 2007). 4The Board did not address visa availability—or the remoteness of such availability—in Matter of Sanchez Sosa, as it appears that the annual statutory cap on U visas had not been reached at the time the decision was issued. 5 • By statute, “[i]n order that an alien be permitted the opportunity to secure counsel before the first hearing date in proceedings under section 240 of the Act, the hearing date shall not be scheduled earlier than 10 days after the service of the notice to appear, unless the alien requests in writing an earlier hearing date.” INA § 239(b)(1).",0.030769,9.292208,5,0.745362,5
