relevance,reason,query,rrf_rank,title,full_chunk_text,rrf_score,bm25_score,bm25_rank,faiss_score,faiss_rank
3,Exact match on EOIR classified information guidance,EOIR classified information guidance,1,EOIR Acting Deputy Director issues guidance on the handling of classified information in EOIR proceedings,"The BIA personnel requiring the security clearance must not submit a request for the security clearance on their own behalf. EOIR/OS will notify the individual requiring the clearance if/when the clearance (Top Secret, Secret, or Confidential) has been granted. 4. EOIR/OS will provide each BIA personnel member who is granted a security clearance with (a) a set of guidance/training materials concerning the proper handling and protection of classified information in accordance with these procedures, and (b) a security briefing regarding such procedures. The recipient of the security clearance must receive this briefing from EOIR/OS prior to accessing classified information and 9 on an annual basis thereafter. The briefing may be conducted by EOIR/OS personnel. Contact EOIR/OS if additional copies of any information in the security clearance packet are needed. B. Responsibilities to Ensure the Safeguarding of Classified Information 1. Disclosure to BIA Personnel a. All BIA personnel are obligated to protect classified information in accordance with these procedures. b. BIA’s Security Coordinator, Classified Case Coordinator(s), designated SLA(s), and other appropriately cleared BIA personnel with access to classified information used in a particular case may disclose such information to other BIA personnel only if such personnel have a security clearance at the requisite level, an executed nondisclosure agreement on file with EOIR/OS, and a need-to-know the information. See supra Section IV.A, Requirements for Access to Classified Information.",0.032787,18.233579,1,0.839527,1
1,EOIR guidance document but on continuances not classified information,EOIR classified information guidance,2,EOIR Director issues guidance to restrict continuances,"OOD DM 22-05 Issued: Apr. 18, 2022 Effective: Immediately CANCELLATION OF POLICY MEMORANDA 19-05, 21-06, AND 21-13 PURPOSE: Rescind and cancel Policy Memoranda 19-05, 21-06, and 2113 OWNER: David L. Neal, Director AUTHORITY: 8 C.F.R. § 1003.0(b) CANCELLATION: Policy Memorandum 19-05 Policy Memorandum 21-06 Policy Memorandum 21-13 As EOIR continues to review existing agency policies and practices, the following Policy Memoranda (PM) are rescinded: 1. PM 19-05, Guidance Regarding the Adjudication of Asylum Applications Consistent with INA § 208(d)(5)(A)(iii) 2. PM 21-06, Asylum Processing 3. PM 21-13, Continuances Please contact your supervisor if you have any questions.",0.031258,8.969240,3,0.749497,5
1,EOIR form and confidentiality material is only loosely related,EOIR classified information guidance,3,"DOJ requests comments on Form EOIR-27, Notice of Entry of Appearance before BIA","Attorneys and Accredited Representatives (with full accreditation) must first update their address in eRegistry before filing a Form EOIR-27 that reflects a new address. FREEDOM OF INFORMATION ACT - This form may not be used to request records under the Freedom of Information Act or the Privacy Act. The manner of requesting such records is in 28 C.F.R. §§ 16.1-16.11 and appendices. For further information about requesting records from EOIR under the Freedom of Information Act, see How to File a Freedom of Information Act (FOIA) Request With the Executive Office for Immigration Review, available on EOIRs website at http://www.justice.gov/eoir. PRIVACY ACT NOTICE - The information requested on this form is authorized by 8 U.S.C. § 1362 and 8 C.F.R. § 1003.3 in order to enter an appearance to represent a party before the Board of Immigration Appeals. The information you provide is mandatory and required to enter an appearance. Failure to provide the requested information will result in an inability to represent a party or receive notice of actions in a proceeding. EOIR may share this information with others in accordance with approved routine uses described in EOIRs system of records notice, EOIR-001, Records and Management Information System, 69 Fed. Reg. 26,179 (May 11, 2004), or its successors and EOIR003, Practitioner Complaint-Disciplinary Files, 64 Fed. Reg. 49237 (September 1999). CASES BEFORE EOIR - Automated information about cases before EOIR is available by calling (800) 898-7180 or (240) 314-1500.",0.031054,8.642458,7,0.787620,2
1,EOIR guidance document but about NTA filings not classified information,EOIR classified information guidance,4,"EOIR issues guidance on Pereira v. Sessions, announcing changes in NTA filings and case scheduling","OOD PM 24-01 To: All of EOIR From: Mary Cheng, Acting Director Date: August 22, 2024 Digitally signed by MARY MARY CHENG Date: 2024.08.22 CHENG 08:33:32 -04'00' UPDATED GUIDANCE FOR RECEIPT OF NOTICES TO APPEAR FILED BY THE DEPARTMENT OF HOMELAND SECURITY PURPOSE: Provide updated standards regarding receipt of Notices to Appear filed by the Department of Homeland Security. OWNER: Office of the Director. AUTHORITY: 8 C.F.R. § 1003.0(b)(1); 8 C.F.R. § 1003.14(a). CANCELLATION: Policy Memorandum 19-08, Acceptance of Notices to Appear and Use of the Interactive Scheduling System. This Policy Memorandum provides updated standards to Executive Office for Immigration Review (EOIR) adjudicators and personnel regarding the receipt of Notices to Appear (NTAs) filed by the Department of Homeland Security (DHS). This Policy Memorandum supersedes and rescinds Policy Memorandum 19-08, Acceptance of Notices to Appear and Use of the Interactive Scheduling System. I. Failure to Prosecute and Filing of Notices to Appear To initiate removal proceedings, a component of the Department of Homeland Security (DHS) (e.g., U.S. Customs and Border Protection (CBP), U.S. Citizenship and Immigration Services (USCIS), or U.S. Immigration and Customs Enforcement (ICE)) must first prepare and serve an individual with an NTA alleging that person’s removability from the United States. After the Supreme Court’s decision in Pereira v. Sessions, 585 U.S. 198 (2018), this first step has involved obtaining a time and date of the initial hearing and recording that information on the NTA.",0.031025,8.783834,6,0.780990,3
0,Naturalization oath ceremony guidance is unrelated,EOIR classified information guidance,5,EOIR Acting Deputy Director rescinds prior guidance on naturalization oath ceremonies,"1 OOD PM 25-52 Effective: September 30, 2025 To: All of EOIR From: Roman Chaban, Acting Deputy Director Date: September 30, 2025 CANCELLATION OF OPERATING POLICIES AND PROCEDURES MEMORANDUM 97-8 PURPOSE: Rescind and cancel Operating Policies and Procedures Memorandum 97-8 OWNER: Office of the Director AUTHORITY: 8 C.F.R. § 1003.0(b) CANCELLATION: Operating Policies and Procedures Memorandum 97-8 As part of EOIR’s ongoing review of existing Operating Policies and Procedures Memoranda (OPPMs), OPPM 97-8, Naturalization Oath Ceremonies, issued by the Office of the Chief Immigration Judge, is now rescinded. 1 OPPM 97-8 was issued more than 25 years ago, and several procedures and references contained therein are now outdated. Retaining such outdated guidance is also unnecessary to EOIR operations, as no Immigration Courts are currently performing naturalization ceremonies on a regular basis. To the extent that an Immigration Court (or an individual Immigration Judge, Appellate Immigration Judge, or Administrative Law Judge) may wish to conduct a naturalization ceremony in conjunction with the Department of Homeland Security (DHS), EOIR will address those situations on a case-by-case basis going forward. All requests for such participation should be forwarded through the appropriate component head to the Office of the Director for review. In cooperation with DHS, EOIR encourages appropriate participation in naturalization ceremonies to the extent its operations allow. This PM is not intended to, does not, and may not be relied upon to create, any right or benefit, substantive or procedural, enforceable at law or in equity by any party against the United States, its departments, agencies, or entities, its officers, employees, or agents, or any other person.",0.029670,8.820299,5,0.710980,10
3,Exact match on director-level authorization for release of certain unaccompanied children,director-level authorization custodial releases unaccompanied minors,1,ORR requires Director-level authorization of custodial releases of certain unaccompanied children,"All homes and facilities operated by licensed programs, including facilities for special needs minors, shall be non-secure as required by state law; provided, however, that a facility for special needs minors may maintain that level of security permitted under state law which is necessary for the protection of a minor or others in appropriate circumstances, e.g., cases in which a minor has drug or alcohol problems or is mentally ill. Id. at ¶ 6. A “special needs minor” is in turn defined as: [A] minor whose mental and/or physical condition requires special services and treatment by staff. A minor may have special needs due to drug or alcohol abuse, serious emotional disturbance, mental illness or retardation, or a physical condition or chronic illness that requires special services or treatment as a result of neglect or abuse. [Defendants] shall assess minors to determine if they have special needs and, if so, shall place such minors, whenever possible, in licensed programs in which [Defendants] place[] children without special needs, but which provide services and treatment for such special needs. Id. at ¶ 7. Plaintiffs contend that RTCs do not adhere to the Flores Agreement’s requirements for licensed programs because RTCs employ a level of security that exceeds that which is “necessary for the protection of a minor or others . . . .” See Reply at 12 (quoting Flores Agreement at ¶ 6). They further claim that RTCs violate the Agreement because they separate special needs minors from the general population of Class Members.",0.032787,40.520896,1,0.892163,1
2,Strongly relevant because it concerns protections and processing for unaccompanied minors,director-level authorization custodial releases unaccompanied minors,2,"EO 14165 § 6 directs DHS, DOS, and DOJ to resume the Migrant Protection Protocols","TVPRA was quite clearly to give unaccompanied 4 Case 2:21-cv-00395-FMO-RAO Document 319 Filed 09/29/25 Page 4 of 6 Page ID #:12749 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 minors more protection, not less.”). At a minimum, the government shall adopt safeguards to ensure that MPP-unaccompanied children: (1) have access to counsel to the greatest extent practicable; (2) have a meaningful opportunity to apply for affirmative asylum with USCIS on an extended timeline, given their exemption from the one-year deadline; (3) have their asylum claims processed in the first instance by USCIS; and (4) can seek voluntary departure. See 8 U.S.C. § 1158(a)(2)(E), (b)(3)(C); 8 U.S.C. § 1232(a)(5)(D)(i)-(iii). The government shall take concrete measures and actions to ensure that MPP-unaccompanied children have a meaningful opportunity to access TVPRA protections before the government seeks to remove them. This could include, for example, not rushing to remove MPP-unaccompanied children, and communicating with their counsel to ensure that the children are given a meaningful opportunity to apply for affirmative asylum on an extended timeline. To afford the government flexibility in implementing this injunction, the court will not define the exact contours of the additional safeguards. Nor will the court define precisely what constitutes a meaningful opportunity to access TVPRA protections; it suffices to say that MPP-unaccompanied children must be provided a meaningful opportunity to access these rights.",0.032258,11.875234,2,0.779458,2
2,Strongly relevant broader ORR framework on placement care and release of unaccompanied children,director-level authorization custodial releases unaccompanied minors,3,ORR proposes revisions to forms for services provided to unaccompanied children,"279 – Transfers responsibilities for the care and placement of unaccompanied alien children from the Commissioner of the former Immigration and Naturalization Service (INS) to the Director of ORR. William Wilberforce Trafficking Victims Protection Reauthorization Act of 2008 (TVPRA), 8 U.S.C. 1232 – Creates, consistent with the HSA, additional requirements for the placement, care, and release of unaccompanied alien children in federal custody. The TVPRA also directs ORR to create policies to ensure unaccompanied alien children are protected from traffickers and others seeking to victimize them or otherwise engage them in criminal, harmful, or exploitative activity. Unaccompanied Children Program Foundational Rule, 45 C.F.R. Part 410 – Establishes a uniform set of standards and procedures concerning the placement (Part 410.1100 – 1109), care (Part 410.1000 – 11004), and services (Part 410.1300 – 1311) provided to unaccompanied alien children in ORR care that is consistent with ORR’s statutory duties and implements the terms of Flores that create responsibilities for HHS and ORR. ORR’s Interim Final Rule, Standards to Prevent, Detect, and Respond to Sexual Abuse and Sexual Harassment Involving Unaccompanied Children, 45 C.F.R. Part 411 – Sets forth such standards for ORR care provider facilities that house UAC in accordance with section 1101(c) of the Violence Against Women Reauthorization Act of 2013, Pub. L. 113-4 (VA WA 2013). 2. Purpose and Use of the Information Collection The instruments included in this information collection directly relate to the care of UAC for processing pursuant to the Paperwork Reduction Act.",0.031498,9.942804,3,0.749749,4
1,About unaccompanied refugee children and director authority but not the queried ORR release rule,director-level authorization custodial releases unaccompanied minors,4,State Department orders resettlement agencies to stop funded work supporting refugees currently in the U.S.,"3 25-1313 (d)(2)(B) requires that the program’s Director take legal and financial responsibility for unaccompanied refugee children only if such responsibility is “necessary.” The section also authorizes the Director “to make necessary decisions to provide for the child’s immediate care.” Even while using the word “shall,” the subsection drips with deference to the executive branch and invokes no firm mandate. It also is not clear from the record if there are any unaccompanied refugee children at issue here. Similarly, subsection (e)(7)(A) states the “Secretary shall develop and implement” projects for cash and medical support for refugees “as needed.” The metes and bounds of the programs are up to executive discretion—hardly a congressional mandate. In my view, Section 1522 authorizes the executive branch to craft programs under its discretion so long as appropriations flow. It does not require that those programs operate. As the law does not demand the executive branch provide these services, our court is in no position to mandate them. I thus respectfully dissent in part. Case: 25-1313, 09/12/2025, DktEntry: 149.1, Page 12 of 12",0.030777,9.935589,4,0.716557,6
1,Discusses CAM and child parole pathways but not director-level custodial release authorization,director-level authorization custodial releases unaccompanied minors,5,"EO 14165 § 7(b) directs termination of ""categorical parole programs"" including CHNV Parole Processes","54635, 54637 (Aug. 11, 2023) (CBP “will determine, on a case-by-case basis, whether to exercise discretion to grant parole to the beneficiary at an interior [port of entry] upon their arrival.”). 6. Central American Minors Program The Central American Minors Program (“CAM”) permits individuals from El Salvador, Honduras, and Guatemala who are lawfully present in the United States to request that their qualifying children and relatives not present in the United States be granted access to the U.S. Refugee Admissions Program (“USRAP”).8 See Central American Minors Program, 88 Fed. Reg. 21694 (Apr. 11, 2023). Qualifying children and eligible family members granted access to the USRAP via the CAM program are interviewed by USCIS Refugee Officers and are either granted refugee status or, upon a failure to establish refugee status, considered on a case-by-case basis for parole. See id. at 21696;9 cf. 8 U.S.C. § 1182(d)(5)(B) (“The [Secretary] . . . may not parole into the United States an alien who is a refugee unless the [Secretary] . . . determines that compelling reasons in the public interest with respect to that particular alien require that the alien 8 The USRAP is an interagency effort involving governmental and non-governmental partners overseas and in the United States that addresses processing priorities for the United States’ participation in resettling refugees. See The United States Refugee Admissions Program (USRAP) Consultation and Worldwide Processing Priorities, https://www.uscis.gov/humanitarian/refugees-and-asylum/usrap (Nov.",0.029206,7.446072,15,0.756371,3
